state_name,year,ethanol_beer_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_shots_liquor,number_of_drinks_total,beer_share_signal,spirit_share_signal,total_selected_signal,total_drinks_signal
Rhode Island,2009,1.07,0.85,2.47,253.6296,176.4801,526.9333,0.4331983805668016,0.3441295546558704,1.92,526.9333
Rhode Island,2010,1.06,0.92,2.54,251.2593,191.0138,541.8667,0.4173228346456693,0.36220472440944884,1.98,541.8667
Rhode Island,2011,1.04,0.94,2.55,246.5185,195.1663,544.0,0.407843137254902,0.3686274509803922,1.98,544.0
Rhode Island,2012,1.03,0.97,2.58,244.1481,201.395,550.4,0.3992248062015504,0.375968992248062,2.0,550.4
Rhode Island,2013,1.0,0.98,2.56,237.037,203.4712,546.1333,0.390625,0.3828125,1.98,546.1333
Rhode Island,2014,1.01,0.86,2.39,239.4074,178.5564,509.8667,0.4225941422594142,0.3598326359832636,1.87,509.8667
Rhode Island,2015,0.96,0.99,2.52,227.5556,205.5474,537.6,0.38095238095238093,0.39285714285714285,1.95,537.6
Rhode Island,2016,0.94,1.05,2.57,222.8148,218.0049,548.2667,0.3657587548638132,0.40856031128404674,1.99,548.2667
Rhode Island,2017,0.93,1.09,2.6,220.4444,226.3098,554.6667,0.3576923076923077,0.41923076923076924,2.02,554.6667
Rhode Island,2018,0.9,1.15,2.63,213.3333,238.7672,561.0667,0.3422053231939164,0.43726235741444863,2.05,561.0667
Rhode Island,2019,0.87,1.16,2.58,206.2222,240.8435,550.4,0.3372093023255814,0.44961240310077516,2.03,550.4
Rhode Island,2020,0.79,1.28,2.61,187.2593,265.7583,556.8,0.30268199233716475,0.49042145593869735,2.0700000000000003,556.8
Rhode Island,2021,0.82,1.5,2.86,194.3704,311.4355,610.1333,0.2867132867132867,0.5244755244755245,2.32,610.1333
Rhode Island,2022,0.74,1.53,2.79,175.4074,317.6642,595.2,0.26523297491039427,0.5483870967741935,2.27,595.2
Rhode Island,2023,0.68,1.6,2.75,161.1852,332.1979,586.6667,0.24727272727272728,0.5818181818181819,2.2800000000000002,586.6667
South Carolina,1977,1.12,1.09,2.37,265.4815,226.3098,505.6,0.47257383966244726,0.459915611814346,2.21,505.6
South Carolina,1978,1.14,1.15,2.45,270.2222,238.7672,522.6667,0.4653061224489795,0.4693877551020407,2.29,522.6667
South Carolina,1979,1.18,1.12,2.45,279.7037,232.5385,522.6667,0.48163265306122444,0.45714285714285713,2.3,522.6667
South Carolina,1980,1.22,1.06,2.45,289.1852,220.0811,522.6667,0.49795918367346936,0.43265306122448977,2.2800000000000002,522.6667
South Carolina,1981,1.24,1.04,2.48,293.9259,215.9286,529.0667,0.5,0.41935483870967744,2.2800000000000002,529.0667
South Carolina,1982,1.23,0.99,2.43,291.5556,205.5474,518.4,0.5061728395061728,0.4074074074074074,2.2199999999999998,518.4
South Carolina,1983,1.27,1.02,2.49,301.037,211.7762,531.2,0.5100401606425703,0.40963855421686746,2.29,531.2
South Carolina,1984,1.27,1.01,2.52,301.037,209.6999,537.6,0.503968253968254,0.4007936507936508,2.2800000000000002,537.6
South Carolina,1985,1.28,1.0,2.53,303.4074,207.6237,539.7333,0.5059288537549408,0.3952569169960475,2.2800000000000002,539.7333
South Carolina,1986,1.31,0.93,2.52,310.5185,193.09,537.6,0.5198412698412699,0.36904761904761907,2.24,537.6
South Carolina,1987,1.35,0.89,2.52,320.0,184.7851,537.6,0.5357142857142857,0.3531746031746032,2.24,537.6
South Carolina,1988,1.38,0.9,2.54,327.1111,186.8613,541.8667,0.5433070866141732,0.3543307086614173,2.28,541.8667
South Carolina,1989,1.39,0.86,2.49,329.4815,178.5564,531.2,0.5582329317269076,0.34538152610441764,2.25,531.2
South Carolina,1990,1.44,0.92,2.61,341.3333,191.0138,556.8,0.5517241379310345,0.35249042145593873,2.36,556.8
South Carolina,1991,1.34,0.84,2.41,317.6296,174.4039,514.1333,0.5560165975103735,0.34854771784232363,2.18,514.1333
South Carolina,1992,1.34,0.79,2.33,317.6296,164.0227,497.0667,0.575107296137339,0.33905579399141633,2.13,497.0667
South Carolina,1993,1.36,0.75,2.3,322.3704,155.7178,490.6667,0.5913043478260871,0.32608695652173914,2.1100000000000003,490.6667
South Carolina,1994,1.38,0.74,2.29,327.1111,153.6415,488.5333,0.6026200873362445,0.3231441048034934,2.12,488.5333
South Carolina,1995,1.33,0.68,2.2,315.2593,141.1841,469.3333,0.6045454545454545,0.3090909090909091,2.0100000000000002,469.3333
South Carolina,1996,1.38,0.71,2.3,327.1111,147.4128,490.6667,0.6,0.30869565217391304,2.09,490.6667
South Carolina,1997,1.48,0.71,2.4,350.8148,147.4128,512.0,0.6166666666666667,0.29583333333333334,2.19,512.0
South Carolina,1998,1.44,0.72,2.37,341.3333,149.4891,505.6,0.6075949367088607,0.30379746835443033,2.16,505.6
South Carolina,1999,1.48,0.72,2.41,350.8148,149.4891,514.1333,0.6141078838174273,0.2987551867219917,2.2,514.1333
South Carolina,2000,1.49,0.72,2.43,353.1852,149.4891,518.4,0.6131687242798354,0.2962962962962963,2.21,518.4
South Carolina,2001,1.4,0.65,2.27,331.8519,134.9554,484.2667,0.6167400881057268,0.28634361233480177,2.05,484.2667
South Carolina,2002,1.4,0.67,2.3,331.8519,139.1079,490.6667,0.6086956521739131,0.291304347826087,2.07,490.6667
South Carolina,2003,1.38,0.74,2.35,327.1111,153.6415,501.3333,0.5872340425531914,0.3148936170212766,2.12,501.3333
South Carolina,2004,1.39,0.76,2.38,329.4815,157.794,507.7333,0.5840336134453782,0.319327731092437,2.15,507.7333
South Carolina,2005,1.43,0.75,2.42,338.963,155.7178,516.2667,0.5909090909090909,0.30991735537190085,2.1799999999999997,516.2667
South Carolina,2006,1.45,0.76,2.45,343.7037,157.794,522.6667,0.5918367346938775,0.31020408163265306,2.21,522.6667
South Carolina,2007,1.42,0.76,2.42,336.5926,157.794,516.2667,0.5867768595041322,0.3140495867768595,2.1799999999999997,516.2667
South Carolina,2008,1.39,0.76,2.4,329.4815,157.794,512.0,0.5791666666666666,0.3166666666666667,2.15,512.0
South Carolina,2009,1.35,0.76,2.34,320.0,157.794,499.2,0.576923076923077,0.3247863247863248,2.1100000000000003,499.2
South Carolina,2010,1.31,0.76,2.31,310.5185,157.794,492.8,0.5670995670995671,0.329004329004329,2.0700000000000003,492.8
South Carolina,2011,1.29,0.78,2.31,305.7778,161.9465,492.8,0.5584415584415584,0.33766233766233766,2.0700000000000003,492.8
South Carolina,2012,1.28,0.79,2.32,303.4074,164.0227,494.9333,0.5517241379310346,0.3405172413793104,2.0700000000000003,494.9333
South Carolina,2013,1.26,0.8,2.31,298.6667,166.0989,492.8,0.5454545454545454,0.3463203463203463,2.06,492.8
South Carolina,2014,1.23,0.8,2.28,291.5556,166.0989,486.4,0.5394736842105263,0.3508771929824562,2.0300000000000002,486.4
South Carolina,2015,1.21,0.79,2.25,286.8148,164.0227,480.0,0.5377777777777778,0.35111111111111115,2.0,480.0
South Carolina,2016,1.18,0.8,2.23,279.7037,166.0989,475.7333,0.5291479820627802,0.3587443946188341,1.98,475.7333
South Carolina,2017,1.14,0.8,2.19,270.2222,166.0989,467.2,0.5205479452054794,0.36529680365296807,1.94,467.2
South Carolina,2018,1.11,0.8,2.16,263.1111,166.0989,460.8,0.513888888888889,0.37037037037037035,1.9100000000000001,460.8
South Carolina,2019,1.08,0.81,2.14,256.0,168.1752,456.5333,0.5046728971962617,0.37850467289719625,1.8900000000000001,456.5333
South Carolina,2020,1.08,0.84,2.16,256.0,174.4039,460.8,0.5,0.38888888888888884,1.92,460.8
South Carolina,2021,1.06,0.88,2.19,251.2593,182.7088,467.2,0.4840182648401827,0.4018264840182649,1.94,467.2
South Carolina,2022,1.01,0.88,2.13,239.4074,182.7088,454.4,0.47417840375586856,0.4131455399061033,1.8900000000000001,454.4
South Carolina,2023,0.94,0.86,2.03,222.8148,178.5564,433.0667,0.46305418719211827,0.4236453201970444,1.7999999999999998,433.0667
South Dakota,1977,1.16,1.07,2.39,274.963,222.1573,509.8667,0.4853556485355648,0.4476987447698745,2.23,509.8667
South Dakota,1978,1.2,1.05,2.42,284.4444,218.0049,516.2667,0.49586776859504134,0.4338842975206612,2.25,516.2667
South Dakota,1979,1.23,1.04,2.44,291.5556,215.9286,520.5333,0.5040983606557377,0.42622950819672134,2.27,520.5333
South Dakota,1980,1.3,1.07,2.56,308.1481,222.1573,546.1333,0.5078125,0.41796875,2.37,546.1333
South Dakota,1981,1.31,1.04,2.54,310.5185,215.9286,541.8667,0.515748031496063,0.4094488188976378,2.35,541.8667
South Dakota,1982,1.29,0.97,2.44,305.7778,201.395,520.5333,0.5286885245901639,0.3975409836065574,2.26,520.5333
South Dakota,1983,1.31,0.96,2.44,310.5185,199.3187,520.5333,0.5368852459016393,0.39344262295081966,2.27,520.5333
South Dakota,1984,1.28,0.9,2.35,303.4074,186.8613,501.3333,0.5446808510638298,0.3829787234042553,2.18,501.3333
South Dakota,1985,1.23,0.95,2.35,291.5556,197.2425,501.3333,0.5234042553191489,0.40425531914893614,2.1799999999999997,501.3333
South Dakota,1986,1.26,0.83,2.29,298.6667,172.3277,488.5333,0.5502183406113537,0.36244541484716153,2.09,488.5333
South Dakota,1987,1.27,0.81,2.28,301.037,168.1752,486.4,0.5570175438596492,0.3552631578947369,2.08,486.4
South Dakota,1988,1.25,0.79,2.21,296.2963,164.0227,471.4667,0.5656108597285068,0.3574660633484163,2.04,471.4667
South Dakota,1989,1.3,0.72,2.17,308.1481,149.4891,462.9333,0.599078341013825,0.3317972350230415,2.02,462.9333
South Dakota,1990,1.36,0.8,2.34,322.3704,166.0989,499.2,0.5811965811965812,0.34188034188034194,2.16,499.2
South Dakota,1991,1.37,0.76,2.27,324.7407,157.794,484.2667,0.6035242290748899,0.33480176211453744,2.13,484.2667
South Dakota,1992,1.37,0.74,2.26,324.7407,153.6415,482.1333,0.6061946902654868,0.3274336283185841,2.1100000000000003,482.1333
South Dakota,1993,1.35,0.73,2.2,320.0,151.5653,469.3333,0.6136363636363636,0.3318181818181818,2.08,469.3333
South Dakota,1994,1.38,0.73,2.24,327.1111,151.5653,477.8667,0.6160714285714285,0.3258928571428571,2.11,477.8667
South Dakota,1995,1.35,0.73,2.21,320.0,151.5653,471.4667,0.6108597285067874,0.33031674208144796,2.08,471.4667
South Dakota,1996,1.33,0.68,2.15,315.2593,141.1841,458.6667,0.6186046511627907,0.3162790697674419,2.0100000000000002,458.6667
South Dakota,1997,1.33,0.69,2.15,315.2593,143.2603,458.6667,0.6186046511627907,0.3209302325581395,2.02,458.6667
South Dakota,1998,1.41,0.68,2.23,334.2222,141.1841,475.7333,0.632286995515695,0.304932735426009,2.09,475.7333
South Dakota,1999,1.43,0.7,2.27,338.963,145.3366,484.2667,0.6299559471365639,0.3083700440528634,2.13,484.2667
South Dakota,2000,1.46,0.69,2.3,346.0741,143.2603,490.6667,0.6347826086956522,0.3,2.15,490.6667
South Dakota,2001,1.49,0.71,2.35,353.1852,147.4128,501.3333,0.6340425531914894,0.3021276595744681,2.2,501.3333
South Dakota,2002,1.51,0.67,2.34,357.9259,139.1079,499.2,0.6452991452991453,0.28632478632478636,2.18,499.2
South Dakota,2003,1.52,0.74,2.41,360.2963,153.6415,514.1333,0.6307053941908713,0.30705394190871366,2.26,514.1333
South Dakota,2004,1.51,0.76,2.45,357.9259,157.794,522.6667,0.6163265306122448,0.31020408163265306,2.27,522.6667
South Dakota,2005,1.5,0.83,2.52,355.5556,172.3277,537.6,0.5952380952380952,0.32936507936507936,2.33,537.6
South Dakota,2006,1.51,0.79,2.5,357.9259,164.0227,533.3333,0.604,0.316,2.3,533.3333
South Dakota,2007,1.52,0.87,2.61,360.2963,180.6326,556.8,0.5823754789272031,0.33333333333333337,2.39,556.8
South Dakota,2008,1.57,0.87,2.66,372.1481,180.6326,567.4667,0.5902255639097744,0.3270676691729323,2.44,567.4667
South Dakota,2009,1.54,0.89,2.65,365.037,184.7851,565.3333,0.5811320754716981,0.3358490566037736,2.43,565.3333
South Dakota,2010,1.53,0.92,2.69,362.6667,191.0138,573.8667,0.5687732342007435,0.34200743494423796,2.45,573.8667
South Dakota,2011,1.52,0.97,2.77,360.2963,201.395,590.9333,0.5487364620938628,0.35018050541516244,2.49,590.9333
South Dakota,2012,1.54,0.96,2.76,365.037,199.3187,588.8,0.5579710144927537,0.34782608695652173,2.5,588.8
South Dakota,2013,1.53,1.02,2.82,362.6667,211.7762,601.6,0.5425531914893618,0.3617021276595745,2.55,601.6
South Dakota,2014,1.5,0.99,2.75,355.5556,205.5474,586.6667,0.5454545454545454,0.36,2.49,586.6667
South Dakota,2015,1.49,1.03,2.81,353.1852,213.8524,599.4667,0.5302491103202847,0.3665480427046263,2.52,599.4667
South Dakota,2016,1.46,1.1,2.88,346.0741,228.3861,614.4,0.5069444444444444,0.3819444444444445,2.56,614.4
South Dakota,2017,1.53,1.02,2.85,362.6667,211.7762,608.0,0.5368421052631579,0.35789473684210527,2.55,608.0
South Dakota,2018,1.37,0.77,2.37,324.7407,159.8702,505.6,0.5780590717299579,0.32489451476793246,2.14,505.6
South Dakota,2019,1.35,0.77,2.35,320.0,159.8702,501.3333,0.574468085106383,0.3276595744680851,2.12,501.3333
South Dakota,2020,1.34,0.78,2.35,317.6296,161.9465,501.3333,0.5702127659574469,0.33191489361702126,2.12,501.3333
South Dakota,2021,1.33,0.8,2.35,315.2593,166.0989,501.3333,0.5659574468085107,0.3404255319148936,2.13,501.3333
South Dakota,2022,1.26,0.8,2.26,298.6667,166.0989,482.1333,0.5575221238938054,0.3539823008849558,2.06,482.1333
South Dakota,2023,1.19,0.77,2.16,282.0741,159.8702,460.8,0.5509259259259258,0.35648148148148145,1.96,460.8
South Region,1977,1.21,0.98,2.37,286.8148,203.4712,505.6,0.510548523206751,0.41350210970464135,2.19,505.6
South Region,1978,1.25,1.0,2.44,296.2963,207.6237,520.5333,0.5122950819672131,0.4098360655737705,2.25,520.5333
South Region,1979,1.27,0.99,2.46,301.037,205.5474,524.8,0.516260162601626,0.4024390243902439,2.26,524.8
South Region,1980,1.3,0.97,2.5,308.1481,201.395,533.3333,0.52,0.388,2.27,533.3333
South Region,1981,1.36,0.98,2.58,322.3704,203.4712,550.4,0.5271317829457365,0.3798449612403101,2.34,550.4
South Region,1982,1.37,0.94,2.54,324.7407,195.1663,541.8667,0.5393700787401575,0.37007874015748027,2.31,541.8667
South Region,1983,1.36,0.91,2.52,322.3704,188.9376,537.6,0.5396825396825398,0.3611111111111111,2.27,537.6
South Region,1984,1.34,0.9,2.51,317.6296,186.8613,535.4667,0.5338645418326694,0.35856573705179284,2.24,535.4667
South Region,1985,1.34,0.86,2.47,317.6296,178.5564,526.9333,0.5425101214574899,0.3481781376518218,2.2,526.9333
South Region,1986,1.36,0.79,2.43,322.3704,164.0227,518.4,0.5596707818930041,0.32510288065843623,2.1500000000000004,518.4
South Region,1987,1.34,0.77,2.39,317.6296,159.8702,509.8667,0.5606694560669456,0.32217573221757323,2.1100000000000003,509.8667
South Region,1988,1.34,0.74,2.35,317.6296,153.6415,501.3333,0.5702127659574469,0.3148936170212766,2.08,501.3333
South Region,1989,1.33,0.74,2.33,315.2593,153.6415,497.0667,0.5708154506437768,0.31759656652360513,2.0700000000000003,497.0667
South Region,1990,1.36,0.74,2.36,322.3704,153.6415,503.4667,0.576271186440678,0.3135593220338983,2.1,503.4667
South Region,1991,1.31,0.69,2.23,310.5185,143.2603,475.7333,0.5874439461883408,0.3094170403587444,2.0,475.7333
South Region,1992,1.33,0.69,2.26,315.2593,143.2603,482.1333,0.5884955752212391,0.30530973451327437,2.02,482.1333
South Region,1993,1.33,0.66,2.2,315.2593,137.0316,469.3333,0.6045454545454545,0.3,1.9900000000000002,469.3333
South Region,1994,1.31,0.64,2.16,310.5185,132.8792,460.8,0.6064814814814815,0.2962962962962963,1.9500000000000002,460.8
South Region,1995,1.29,0.61,2.12,305.7778,126.6504,452.2667,0.6084905660377359,0.28773584905660377,1.9,452.2667
South Region,1996,1.3,0.61,2.15,308.1481,126.6504,458.6667,0.6046511627906977,0.2837209302325581,1.9100000000000001,458.6667
South Region,1997,1.3,0.6,2.13,308.1481,124.5742,454.4,0.6103286384976526,0.28169014084507044,1.9,454.4
South Region,1998,1.3,0.6,2.13,308.1481,124.5742,454.4,0.6103286384976526,0.28169014084507044,1.9,454.4
South Region,1999,1.3,0.6,2.15,308.1481,124.5742,458.6667,0.6046511627906977,0.27906976744186046,1.9,458.6667
South Region,2000,1.3,0.61,2.17,308.1481,126.6504,462.9333,0.599078341013825,0.28110599078341014,1.9100000000000001,462.9333
South Region,2001,1.29,0.6,2.14,305.7778,124.5742,456.5333,0.602803738317757,0.2803738317757009,1.8900000000000001,456.5333
South Region,2002,1.28,0.62,2.16,303.4074,128.7267,460.8,0.5925925925925926,0.28703703703703703,1.9,460.8
South Region,2003,1.27,0.64,2.18,301.037,132.8792,465.0667,0.5825688073394495,0.2935779816513761,1.9100000000000001,465.0667
South Region,2004,1.27,0.64,2.19,301.037,132.8792,467.2,0.5799086757990868,0.29223744292237447,1.9100000000000001,467.2
South Region,2005,1.26,0.65,2.2,298.6667,134.9554,469.3333,0.5727272727272726,0.2954545454545454,1.9100000000000001,469.3333
South Region,2006,1.27,0.67,2.23,301.037,139.1079,475.7333,0.5695067264573991,0.3004484304932736,1.94,475.7333
South Region,2007,1.26,0.68,2.24,298.6667,141.1841,477.8667,0.5625,0.30357142857142855,1.94,477.8667
South Region,2008,1.25,0.68,2.23,296.2963,141.1841,475.7333,0.5605381165919282,0.304932735426009,1.9300000000000002,475.7333
South Region,2009,1.21,0.69,2.21,286.8148,143.2603,471.4667,0.5475113122171945,0.31221719457013575,1.9,471.4667
South Region,2010,1.17,0.7,2.19,277.3333,145.3366,467.2,0.5342465753424658,0.319634703196347,1.8699999999999999,467.2
South Region,2011,1.16,0.71,2.21,274.963,147.4128,471.4667,0.5248868778280543,0.3212669683257918,1.8699999999999999,471.4667
South Region,2012,1.18,0.73,2.25,279.7037,151.5653,480.0,0.5244444444444444,0.3244444444444444,1.91,480.0
South Region,2013,1.16,0.74,2.24,274.963,153.6415,477.8667,0.5178571428571428,0.33035714285714285,1.9,477.8667
South Region,2014,1.11,0.75,2.22,263.1111,155.7178,473.6,0.5,0.33783783783783783,1.86,473.6
South Region,2015,1.12,0.77,2.24,265.4815,159.8702,477.8667,0.5,0.34375,1.8900000000000001,477.8667
South Region,2016,1.11,0.79,2.27,263.1111,164.0227,484.2667,0.4889867841409692,0.3480176211453745,1.9000000000000001,484.2667
South Region,2017,1.09,0.8,2.26,258.3704,166.0989,482.1333,0.4823008849557523,0.3539823008849558,1.8900000000000001,482.1333
South Region,2018,1.06,0.81,2.23,251.2593,168.1752,475.7333,0.4753363228699552,0.36322869955156956,1.87,475.7333
South Region,2019,1.05,0.84,2.26,248.8889,174.4039,482.1333,0.4646017699115045,0.37168141592920356,1.8900000000000001,482.1333
South Region,2020,1.06,0.9,2.35,251.2593,186.8613,501.3333,0.451063829787234,0.3829787234042553,1.96,501.3333
South Region,2021,1.07,0.98,2.44,253.6296,203.4712,520.5333,0.43852459016393447,0.4016393442622951,2.05,520.5333
South Region,2022,1.02,1.0,2.39,241.7778,207.6237,509.8667,0.42677824267782427,0.41841004184100417,2.02,509.8667
South Region,2023,0.98,1.0,2.35,232.2963,207.6237,501.3333,0.41702127659574467,0.425531914893617,1.98,501.3333
Tennessee,1977,1.07,0.69,1.86,253.6296,143.2603,396.8,0.5752688172043011,0.3709677419354838,1.76,396.8
Tennessee,1978,1.12,0.7,1.93,265.4815,145.3366,411.7333,0.5803108808290156,0.3626943005181347,1.82,411.7333
Tennessee,1979,1.1,0.7,1.91,260.7407,145.3366,407.4667,0.5759162303664922,0.36649214659685864,1.8,407.4667
Tennessee,1980,1.1,0.69,1.91,260.7407,143.2603,407.4667,0.5759162303664922,0.3612565445026178,1.79,407.4667
Tennessee,1981,1.14,0.71,1.98,270.2222,147.4128,422.4,0.5757575757575757,0.35858585858585856,1.8499999999999999,422.4
Tennessee,1982,1.13,0.7,1.97,267.8519,145.3366,420.2667,0.5736040609137055,0.35532994923857864,1.8299999999999998,420.2667
Tennessee,1983,1.11,0.7,1.95,263.1111,145.3366,416.0,0.5692307692307693,0.358974358974359,1.81,416.0
Tennessee,1984,1.11,0.7,1.97,263.1111,145.3366,420.2667,0.5634517766497462,0.35532994923857864,1.81,420.2667
Tennessee,1985,1.12,0.68,1.97,265.4815,141.1841,420.2667,0.5685279187817259,0.3451776649746193,1.8000000000000003,420.2667
Tennessee,1986,1.18,0.63,1.98,279.7037,130.8029,422.4,0.5959595959595959,0.3181818181818182,1.81,422.4
Tennessee,1987,1.19,0.63,1.97,282.0741,130.8029,420.2667,0.6040609137055838,0.3197969543147208,1.8199999999999998,420.2667
Tennessee,1988,1.22,0.61,1.97,289.1852,126.6504,420.2667,0.6192893401015228,0.3096446700507614,1.83,420.2667
Tennessee,1989,1.2,0.6,1.93,284.4444,124.5742,411.7333,0.6217616580310881,0.31088082901554404,1.7999999999999998,411.7333
Tennessee,1990,1.22,0.6,1.96,289.1852,124.5742,418.1333,0.6224489795918368,0.30612244897959184,1.8199999999999998,418.1333
Tennessee,1991,1.19,0.54,1.87,282.0741,112.1168,398.9333,0.6363636363636364,0.2887700534759358,1.73,398.9333
Tennessee,1992,1.21,0.56,1.9,286.8148,116.2693,405.3333,0.6368421052631579,0.2947368421052632,1.77,405.3333
Tennessee,1993,1.2,0.54,1.87,284.4444,112.1168,398.9333,0.641711229946524,0.2887700534759358,1.74,398.9333
Tennessee,1994,1.18,0.53,1.86,279.7037,110.0406,396.8,0.6344086021505375,0.2849462365591398,1.71,396.8
Tennessee,1995,1.17,0.51,1.83,277.3333,105.8881,390.4,0.6393442622950819,0.2786885245901639,1.68,390.4
Tennessee,1996,1.14,0.51,1.8,270.2222,105.8881,384.0,0.6333333333333333,0.2833333333333333,1.65,384.0
Tennessee,1997,1.15,0.5,1.8,272.5926,103.8118,384.0,0.6388888888888888,0.2777777777777778,1.65,384.0
Tennessee,1998,1.19,0.5,1.84,282.0741,103.8118,392.5333,0.6467391304347826,0.2717391304347826,1.69,392.5333
Tennessee,1999,1.19,0.49,1.83,282.0741,101.7356,390.4,0.6502732240437158,0.26775956284153,1.68,390.4
Tennessee,2000,1.19,0.51,1.85,282.0741,105.8881,394.6667,0.6432432432432432,0.2756756756756757,1.7,394.6667
Tennessee,2001,1.15,0.5,1.81,272.5926,103.8118,386.1333,0.6353591160220994,0.27624309392265195,1.65,386.1333
Tennessee,2002,1.17,0.51,1.86,277.3333,105.8881,396.8,0.629032258064516,0.27419354838709675,1.68,396.8
Tennessee,2003,1.27,0.52,1.96,301.037,107.9643,418.1333,0.6479591836734694,0.2653061224489796,1.79,418.1333
Tennessee,2004,1.22,0.53,1.93,289.1852,110.0406,411.7333,0.6321243523316062,0.2746113989637306,1.75,411.7333
Tennessee,2005,1.19,0.55,1.92,282.0741,114.193,409.6,0.6197916666666666,0.28645833333333337,1.74,409.6
Tennessee,2006,1.14,0.56,1.89,270.2222,116.2693,403.2,0.6031746031746031,0.29629629629629634,1.7,403.2
Tennessee,2007,1.13,0.56,1.9,267.8519,116.2693,405.3333,0.5947368421052631,0.2947368421052632,1.69,405.3333
Tennessee,2008,1.1,0.57,1.87,260.7407,118.3455,398.9333,0.5882352941176471,0.30481283422459887,1.67,398.9333
Tennessee,2009,1.05,0.57,1.83,248.8889,118.3455,390.4,0.5737704918032787,0.31147540983606553,1.62,390.4
Tennessee,2010,1.04,0.61,1.88,246.5185,126.6504,401.0667,0.5531914893617021,0.324468085106383,1.65,401.0667
Tennessee,2011,1.13,0.66,2.04,267.8519,137.0316,435.2,0.5539215686274509,0.3235294117647059,1.79,435.2
Tennessee,2012,1.07,0.68,2.0,253.6296,141.1841,426.6667,0.535,0.34,1.75,426.6667
Tennessee,2013,1.05,0.7,2.0,248.8889,145.3366,426.6667,0.525,0.35,1.75,426.6667
Tennessee,2014,1.04,0.73,2.02,246.5185,151.5653,430.9333,0.5148514851485149,0.3613861386138614,1.77,430.9333
Tennessee,2015,1.04,0.76,2.06,246.5185,157.794,439.4667,0.5048543689320388,0.36893203883495146,1.8,439.4667
Tennessee,2016,1.02,0.79,2.14,241.7778,164.0227,456.5333,0.4766355140186916,0.3691588785046729,1.81,456.5333
Tennessee,2017,0.99,0.81,2.11,234.6667,168.1752,450.1333,0.46919431279620855,0.38388625592417064,1.8,450.1333
Tennessee,2018,0.98,0.84,2.14,232.2963,174.4039,456.5333,0.4579439252336448,0.3925233644859813,1.8199999999999998,456.5333
Tennessee,2019,0.98,0.88,2.19,232.2963,182.7088,467.2,0.4474885844748858,0.4018264840182649,1.8599999999999999,467.2
Tennessee,2020,0.97,0.98,2.3,229.9259,203.4712,490.6667,0.4217391304347826,0.42608695652173917,1.95,490.6667
Tennessee,2021,1.02,1.06,2.43,241.7778,220.0811,518.4,0.41975308641975306,0.43621399176954734,2.08,518.4
Tennessee,2022,1.02,1.07,2.42,241.7778,222.1573,516.2667,0.42148760330578516,0.44214876033057854,2.09,516.2667
Tennessee,2023,0.96,1.07,2.36,227.5556,222.1573,503.4667,0.4067796610169492,0.45338983050847464,2.0300000000000002,503.4667
Texas,1977,1.59,0.78,2.51,376.8889,161.9465,535.4667,0.6334661354581674,0.31075697211155384,2.37,535.4667
Texas,1978,1.64,0.82,2.6,388.7407,170.2514,554.6667,0.6307692307692307,0.3153846153846154,2.46,554.6667
Texas,1979,1.7,0.84,2.68,402.963,174.4039,571.7333,0.6343283582089552,0.3134328358208955,2.54,571.7333
Texas,1980,1.75,0.8,2.77,414.8148,166.0989,590.9333,0.631768953068592,0.2888086642599278,2.55,590.9333
Texas,1981,1.84,0.85,2.94,436.1481,176.4801,627.2,0.6258503401360545,0.2891156462585034,2.69,627.2
Texas,1982,1.83,0.84,2.84,433.7778,174.4039,605.8667,0.6443661971830986,0.29577464788732394,2.67,605.8667
Texas,1983,1.72,0.79,2.78,407.7037,164.0227,593.0667,0.6187050359712231,0.2841726618705036,2.51,593.0667
Texas,1984,1.73,0.79,2.8,410.0741,164.0227,597.3333,0.6178571428571429,0.2821428571428572,2.52,597.3333
Texas,1985,1.68,0.73,2.71,398.2222,151.5653,578.1333,0.6199261992619925,0.2693726937269373,2.41,578.1333
Texas,1986,1.67,0.65,2.63,395.8519,134.9554,561.0667,0.6349809885931559,0.24714828897338406,2.32,561.0667
Texas,1987,1.62,0.61,2.52,384.0,126.6504,537.6,0.6428571428571429,0.24206349206349206,2.23,537.6
Texas,1988,1.61,0.59,2.47,381.6296,122.498,526.9333,0.6518218623481781,0.23886639676113358,2.2,526.9333
Texas,1989,1.62,0.58,2.46,384.0,120.4217,524.8,0.6585365853658537,0.23577235772357721,2.2,524.8
Texas,1990,1.64,0.58,2.47,388.7407,120.4217,526.9333,0.6639676113360323,0.23481781376518215,2.2199999999999998,526.9333
Texas,1991,1.6,0.55,2.4,379.2593,114.193,512.0,0.6666666666666667,0.22916666666666669,2.1500000000000004,512.0
Texas,1992,1.65,0.55,2.45,391.1111,114.193,522.6667,0.6734693877551019,0.22448979591836735,2.2,522.6667
Texas,1993,1.6,0.53,2.33,379.2593,110.0406,497.0667,0.6866952789699571,0.2274678111587983,2.13,497.0667
Texas,1994,1.6,0.51,2.31,379.2593,105.8881,492.8,0.6926406926406926,0.22077922077922077,2.1100000000000003,492.8
Texas,1995,1.58,0.5,2.27,374.5185,103.8118,484.2667,0.696035242290749,0.22026431718061673,2.08,484.2667
Texas,1996,1.57,0.49,2.26,372.1481,101.7356,482.1333,0.6946902654867257,0.2168141592920354,2.06,482.1333
